Lead ID,Business Name,Category,Decision Maker,Email Address,Phone Number,Website Status,Current Website URL,Facebook Profile,Instagram Profile,Google Rating,Review Count,Street Address,City,State / Region,Postal Code,Country,Lead Score (0-100),Est. Annual Revenue,Est. Employee Count,Buying Intent Score,SWOT Top Strength,SWOT Critical Deficit,AI Recommended Pitch Hook,AI Pitch Preview,Outreach Status
LEAD-0792,Apex Law Chambers,Lawyer,Marcus Martinez,hello@apexlawchamberschicago.com,+1 312 514 2081,MISSING,None (Missing),None,https://instagram.com/apexlawchambers,4.3★,74,45 Oak Lane,Chicago,Illinois,60610,US,81.45,$600k - $2.5M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Apex Law Chambers vs other lawyers in Chicago,"Hi,  I was researching lawyers in Chicago and noticed that while Apex Law Chambers has a great reputation, other lawyers in Chicago is currently capturing a significant share of local Google Search tr...",READY (Approved)
LEAD-0793,Precision Chartered Accountants,Accountant,Michael Lewis,hello@precisionchartermiami.com,+1 305 775 8693,SOCIAL,https://facebook.com/precisioncharter,https://facebook.com/precisioncharter,https://instagram.com/precisioncharter,4.2★,201,30 King Street,Miami,Florida,33115,US,89.75,$400k - $1.2M,10-25,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Precision Chartered Accountants vs other accountants in Miami,"Hi,  I was researching accountants in Miami and noticed that while Precision Chartered Accountants has a great reputation, other accountants in Miami is currently capturing a significant share of loca...",READY (Approved)
LEAD-0794,Silverstone Motor Works,Car Repair,Matthew Clark,info@silverstonemotorseattle.com,+1 206 800 6937,BROKEN,http://www.silverstonemotorseattle.com,https://facebook.com/silverstonemotor,https://instagram.com/silverstonemotor,4.8★,96,6 Merchant's Quay,Seattle,Washington,98122,US,89.55,$350k - $850k,5-12,60/100,Strong local reputation (4.8★ across 96 Google reviews).,,Quick question regarding Silverstone Motor Works vs other car repairs in Seattle,"Hi,  I was researching car repairs in Seattle and noticed that while Silverstone Motor Works has a great reputation, other car repairs in Seattle is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0795,Golden Hour Photography Collective,Photographer,Elena Walsh,enquiries@goldenhourphotogsydney.com.au,+61 2 507 7449,BROKEN,http://www.goldenhourphotogsydney.com.au,https://facebook.com/goldenhourphotog,https://instagram.com/goldenhourphotog,4.9★,210,51 Bridge Street,Sydney,New South Wales,20010,AU,90.75,$150k - $400k,10-25,60/100,Strong local reputation (4.9★ across 210 Google reviews).,,Quick question regarding Golden Hour Photography Collective vs other photographers in Sydney,"Hi,  I was researching photographers in Sydney and noticed that while Golden Hour Photography Collective has a great reputation, other photographers in Sydney is currently capturing a significant shar...",READY (Approved)
LEAD-0796,The Grand Estate Celebration Spaces,Event Venue,William Doyle,hello@thegrandestatecemelbourne.com.au,+61 3 573 5140,MISSING,None (Missing),https://facebook.com/thegrandestatece,https://instagram.com/thegrandestatece,4.4★,42,43 Main Street,Melbourne,Victoria,30021,AU,77.85,$500k - $2.0M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding The Grand Estate Celebration Spaces vs other event venues in Melbourne,"Hi,  I was researching event venues in Melbourne and noticed that while The Grand Estate Celebration Spaces has a great reputation, other event venues in Melbourne is currently capturing a significant...",READY (Approved)
LEAD-0797,Honey & Rye Artisan Bakery,Bakery,Chloe Kelly,info@honeyryeartisanbtoronto.ca,+1 416 540 1514,MISSING,None (Missing),None,None,4.2★,52,98 Church Road,Toronto,Ontario,M5V 16K489,CA,63.35,$200k - $550k,5-12,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Honey & Rye Artisan Bakery vs other bakerys in Toronto,"Hi,  I was researching bakerys in Toronto and noticed that while Honey & Rye Artisan Bakery has a great reputation, other bakerys in Toronto is currently capturing a significant share of local Google ...",READY (Approved)
LEAD-0798,Garcia's Contractor,Contractor,Jack Garcia,jack@garciascontractovancouver.ca,+1 604 924 6605,MISSING,None (Missing),https://facebook.com/garciascontracto,https://instagram.com/garciascontracto,4.8★,43,22 Commercial Road,Vancouver,British Columbia,V6B 22L186,CA,85.35,$600k - $2.5M,5-12,90/100,Strong local reputation (4.8★ across 43 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Garcia's Contractor vs other contractors in Vancouver,"Hi,  I was researching contractors in Vancouver and noticed that while Garcia's Contractor has a great reputation, other contractors in Vancouver is currently capturing a significant share of local Go...",READY (Approved)
LEAD-0799,Compassion Animal Clinic,Veterinary,Liam Brown,info@compassionanimalauckland.co.nz,+64 9 381 7117,MISSING,None (Missing),https://facebook.com/compassionanimal,https://instagram.com/compassionanimal,4.6★,22,4 Bridge Street,Auckland,Auckland,10120,NZ,78.85,$450k - $1.3M,2-5,80/100,Strong local reputation (4.6★ across 22 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Compassion Animal Clinic vs other veterinarys in Auckland,"Hi,  I was researching veterinarys in Auckland and noticed that while Compassion Animal Clinic has a great reputation, other veterinarys in Auckland is currently capturing a significant share of local...",READY (Approved)
LEAD-0800,SmileCraft Family Dentistry,Dentist,Emily Garcia,info@smilecraftfamilydublin.ie,+353 1 257 3272,MISSING,None (Missing),None,https://instagram.com/smilecraftfamily,4.2★,29,1 Castle Street,Dublin,Leinster,D22 X338,IE,79.15,$400k - $1.2M,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding SmileCraft Family Dentistry vs other dentists in Dublin,"Hi,  I was researching dentists in Dublin and noticed that while SmileCraft Family Dentistry has a great reputation, other dentists in Dublin is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0801,Reliable Plumbing Solutions,Plumber,Marcus Gallagher,hello@reliableplumbingcork.ie,+353 21 925 9115,SOCIAL,https://facebook.com/reliableplumbing,https://facebook.com/reliableplumbing,https://instagram.com/reliableplumbing,4.3★,9,16 Commercial Road,Cork,Munster,T12 0006,IE,83.75,$250k - $750k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Reliable Plumbing Solutions vs other plumbers in Cork,"Hi,  I was researching plumbers in Cork and noticed that while Reliable Plumbing Solutions has a great reputation, other plumbers in Cork is currently capturing a significant share of local Google Sea...",READY (Approved)
LEAD-0802,EverDry Roofing Specialists,Roofing,Hannah Jones,info@everdryroofingspgalway.ie,+353 91 919 2241,MISSING,None (Missing),None,None,4.4★,39,76 Castle Street,Galway,Connacht,H91 0017,IE,70.65,$500k - $1.5M,5-12,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding EverDry Roofing Specialists vs other roofings in Galway,"Hi,  I was researching roofings in Galway and noticed that while EverDry Roofing Specialists has a great reputation, other roofings in Galway is currently capturing a significant share of local Google...",READY (Approved)
LEAD-0803,ProPower Electrical Services,Electrician,Ryan Thomas,contact@propowerelectriclimerick.ie,+353 61 488 3642,MISSING,None (Missing),https://facebook.com/propowerelectric,https://instagram.com/propowerelectric,4.2★,60,111 Grand Parade,Limerick,Munster,V94 0022,IE,77.75,$300k - $800k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding ProPower Electrical Services vs other electricians in Limerick,"Hi,  I was researching electricians in Limerick and noticed that while ProPower Electrical Services has a great reputation, other electricians in Limerick is currently capturing a significant share of...",READY (Approved)
LEAD-0804,Golden Leaf Grill & Tavern,Restaurant,Patrick Thompson,enquiries@goldenleafgrilltwaterford.ie,+353 51 894 2079,MISSING,None (Missing),None,https://instagram.com/goldenleafgrillt,4.4★,65,95 Merchant's Quay,Waterford,Munster,X91 0010,IE,79.95,$400k - $1.5M,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Golden Leaf Grill & Tavern vs other restaurants in Waterford,"Hi,  I was researching restaurants in Waterford and noticed that while Golden Leaf Grill & Tavern has a great reputation, other restaurants in Waterford is currently capturing a significant share of l...",READY (Approved)
LEAD-0805,Anderson's Cafe,Cafe,Daniel Anderson,info@andersonscafebelfast.co.uk,+44 28 907 6781,MISSING,None (Missing),None,https://instagram.com/andersonscafe,4.3★,22,104 Commercial Road,Belfast,Ulster,BT15 563AB,GB,75.85,$200k - $600k,2-5,80/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Anderson's Cafe vs other cafes in Belfast,"Hi,  I was researching cafes in Belfast and noticed that while Anderson's Cafe has a great reputation, other cafes in Belfast is currently capturing a significant share of local Google Search traffic ...",READY (Approved)
LEAD-0806,Artisan Salon & Spa,Salon,Benjamin Murphy,benjamin@artisansalonspalondon.co.uk,+44 20 847 3447,MISSING,None (Missing),https://facebook.com/artisansalonspa,None,4.5★,53,48 Church Road,London,Greater London,EC4A 116AA,GB,86.85,$200k - $500k,5-12,90/100,Strong local reputation (4.5★ across 53 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Artisan Salon & Spa vs other salons in London,"Hi,  I was researching salons in London and noticed that while Artisan Salon & Spa has a great reputation, other salons in London is currently capturing a significant share of local Google Search traf...",READY (Approved)
LEAD-0807,Evolution Health & Performance,Gym,Daniel Murphy,hello@evolutionhealthpmanchester.co.uk,+44 161 510 5549,MISSING,None (Missing),https://facebook.com/evolutionhealthp,None,4.9★,48,41 Merchant's Quay,Manchester,Greater Manchester,M22 161CD,GB,81.15,$350k - $900k,5-12,90/100,Strong local reputation (4.9★ across 48 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Evolution Health & Performance vs other gyms in Manchester,"Hi,  I was researching gyms in Manchester and noticed that while Evolution Health & Performance has a great reputation, other gyms in Manchester is currently capturing a significant share of local Goo...",READY (Approved)
LEAD-0808,Beacon Solicitors & Advocates,Lawyer,Marcus O'Sullivan,hello@beaconsolicitorsedinburgh.co.uk,+44 131 440 9499,BROKEN,http://www.beaconsolicitorsedinburgh.co.uk,https://facebook.com/beaconsolicitors,https://instagram.com/beaconsolicitors,4.6★,94,4 Oak Lane,Edinburgh,Scotland,EH21 262EF,GB,92.45,$600k - $2.5M,5-12,60/100,Strong local reputation (4.6★ across 94 Google reviews).,,Quick question regarding Beacon Solicitors & Advocates vs other lawyers in Edinburgh,"Hi,  I was researching lawyers in Edinburgh and noticed that while Beacon Solicitors & Advocates has a great reputation, other lawyers in Edinburgh is currently capturing a significant share of local ...",READY (Approved)
LEAD-0809,Precision Financial Consultants,Accountant,Ava Dunne,enquiries@precisionfinancibirmingham.co.uk,+44 121 488 6588,SOCIAL,https://facebook.com/precisionfinanci,https://facebook.com/precisionfinanci,None,4.5★,102,122 Grand Parade,Birmingham,West Midlands,B1 557GH,GB,92.75,$400k - $1.2M,10-25,90/100,Strong local reputation (4.5★ across 102 Google reviews).,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Precision Financial Consultants vs other accountants in Birmingham,"Hi,  I was researching accountants in Birmingham and noticed that while Precision Financial Consultants has a great reputation, other accountants in Birmingham is currently capturing a significant sha...",READY (Approved)
LEAD-0810,Speedy Auto Care Center,Car Repair,Marcus Anderson,contact@speedyautocarecenewyork.com,+1 212 768 6582,MISSING,None (Missing),https://facebook.com/speedyautocarece,https://instagram.com/speedyautocarece,4.4★,81,147 Park Avenue,New York,New York,10023,US,78.75,$350k - $850k,5-12,90/100,Direct phone contact established for rapid customer response.,Zero owned website presence—relies entirely on word of mouth or social.,Quick question regarding Speedy Auto Care Center vs other car repairs in New York,"Hi,  I was researching car repairs in New York and noticed that while Speedy Auto Care Center has a great reputation, other car repairs in New York is currently capturing a significant share of local ...",READY (Approved)
